label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
A,0.0,0.0,0.0,-0.2839545698141825,-0.2124280440213555,-0.1533638748011407,-0.4889447731664185,-0.6435623769422358,-0.22204584266381072,-0.5749519929811922,-1.066843709742591,-0.2809829328928009,-0.5454383474418588,-1.385962417961196,-0.29867703595918993,-0.3487940932125302,-0.9792419249240326,-0.1016005076713065,-0.385121088771065,-1.262577318902339,-0.26184449891273076,-0.3561754035868409,-0.9123791484529333,-0.28715282803925335,-0.32846734532699967,-0.7095258627192077,-0.27246210826923234,-0.14886600865270455,-0.984865481345228,-0.08876314056208827,-0.19119125502238551,-1.285021537018636,-0.27543435762652557,-0.19345802321123665,-0.8452677836341491,-0.26686488433578975,-0.1805894089211672,-0.7012377725946196,-0.21398959620289504,0.06153805754853002,-0.9599177442327611,-0.10773751740587496,0.021125177904091044,-1.2134689203205125,-0.29795467421660354,-0.017675622008470757,-0.80658922444455,-0.21924525274072726,-0.0203934246435102,-0.6737558355140136,-0.11500939847686649,0.26331159049316155,-0.89392768438558,-0.14085447852490585,0.2513940863341277,-1.1422852000333852,-0.24669823012436654,0.18764313348453446,-0.8809828508305012,-0.19142956949653844,0.15945915778549075,-0.7627639926027837,-0.12196318339778195
A,0.0,0.0,0.0,-0.2798933259226971,-0.22928358395949516,-0.12857486125625064,-0.4750138956464627,-0.6526095755335098,-0.18798380099559808,-0.551379054007643,-1.061195674973605,-0.24431147448805074,-0.5288557755119849,-1.3766918347555968,-0.26381792165921086,-0.34561471576343383,-0.9844989189434514,-0.05964274454805615,-0.3853568842638895,-1.2632983483066043,-0.21967778349081593,-0.36761100759536974,-0.9318366531652179,-0.258865063098056,-0.3409117590220353,-0.724097171723489,-0.25297028045719694,-0.14700767366461573,-0.987486350917252,-0.057091598645050104,-0.19546273530711805,-1.2652961538094045,-0.23521656591884574,-0.2042615808194509,-0.847646306469865,-0.233912191731244,-0.1849988561736669,-0.6947956329448496,-0.18760072877700176,0.0644633383444982,-0.9585389546915952,-0.08656165529447986,0.012007734003018395,-1.2000219041681897,-0.2661237525108544,-0.029538260060739098,-0.8091884918303256,-0.1936925002774256,-0.022505430462483794,-0.6636711289357545,-0.09573176484885587,0.2703559006165114,-0.8878481792458269,-0.1289921177423327,0.23458374528460366,-1.126979532930451,-0.22704315012821136,0.16390529907227808,-0.8717883546059135,-0.17298266121162295,0.1436325166543601,-0.7467848399983829,-0.10531079397908127
A,0.0,0.0,0.0,-0.25016115680099404,-0.3037260549412962,-0.04597806128083796,-0.36691552319693,-0.7304114432741124,-0.07080214247220291,-0.39014479578063327,-1.0690011880260166,-0.11257445398781447,-0.35986497328292083,-1.3459247006315551,-0.13110981479361666,-0.1801222795077851,-1.0307617254833312,0.04993541451344238,-0.2830728847626052,-1.284079294857683,-0.1038143953238254,-0.3344976939505378,-0.9738366711386252,-0.17565003871538967,-0.31677626656707586,-0.7828263403165417,-0.19472629097093483,-0.03711382322798309,-0.9991409638093919,0.018436338124511883,-0.17159773760177124,-1.2320302410035504,-0.13742833997293286,-0.23355828923968905,-0.8603291890663683,-0.1495036898586974,-0.18294283262597913,-0.7064906708450288,-0.11435566212047511,0.12276443912615542,-0.92554484973254,-0.042709447209589795,-0.03155475581697288,-1.1340874397328677,-0.19431394957149045,-0.09975733767615311,-0.7733249325494613,-0.14054735096251264,-0.04380810809066862,-0.6206340208917515,-0.06026443494248544,0.28351785169111404,-0.8079731142781758,-0.11151609587983866,0.11952494662557497,-1.0165354852135564,-0.19649822028340283,0.046438556011984516,-0.7830823472602019,-0.15400763959122402,0.09249648518947481,-0.6478206256980914,-0.0938659839727521
A,0.0,0.0,0.0,-0.31595911757791373,-0.07690273238620002,-0.09107869597800732,-0.6137070219853262,-0.466011037294178,-0.11645705973761031,-0.7682345852737532,-0.8561169116808186,-0.14814346009866686,-0.8126808629721926,-1.174390820872609,-0.14992765995144644,-0.5534348362073708,-0.8614528956307722,0.03753642646805592,-0.6440706062896792,-1.1119286662607213,-0.12881948381022737,-0.548235828168066,-0.7922439811463144,-0.2080168554509913,-0.4689432332668666,-0.5793805043104074,-0.22847180872903686,-0.36815934585606036,-0.9294263684220487,0.025006433984875252,-0.46595736096689966,-1.1981690540715613,-0.14141508816604295,-0.37288083713476666,-0.7830743174346421,-0.16170993027681202,-0.305531731433435,-0.6001948927587948,-0.12556458107392246,-0.15788106779220565,-0.9616774858389475,-0.022630171074709545,-0.24269371593548758,-1.1908229929411247,-0.1924936362830847,-0.19224784271258316,-0.7846366277057305,-0.13202222144839756,-0.14715162571167492,-0.6071850950307898,-0.03748737731708336,0.0735555576379966,-0.9562847872790394,-0.08074348689909341,-0.010197742612207938,-1.1816210474760183,-0.1768241206394446,-0.007832945929286614,-0.8999713572329702,-0.12259513448967337,0.014487038180234718,-0.7544962305829616,-0.04995663975161653
A,0.0,0.0,0.0,-0.32957709910358807,0.0026168993868033964,-0.15170045899544884,-0.6827132976697777,-0.33440514780239555,-0.20487013671924975,-0.8924257357322974,-0.7360166257232468,-0.2475405766073847,-0.9714842249081883,-1.0560020193733615,-0.24948991474064625,-0.647250040634179,-0.7711074063455586,-0.06756583785321647,-0.7335395565415037,-1.081814028613833,-0.22187710328199478,-0.5999413601001556,-0.7559953714381669,-0.2575783276174385,-0.5277154219846307,-0.535861945896787,-0.25033133761114956,-0.45469657386237633,-0.8891832376245883,-0.051031320238373354,-0.5584430421910476,-1.1934153037939108,-0.22146938305618485,-0.4175874156269442,-0.7645325577729387,-0.22251076783481574,-0.36732936851335357,-0.5939973639844698,-0.17509012547113847,-0.2450716980669946,-0.9670520923680247,-0.06762886584665828,-0.33047077307311623,-1.2155371696748278,-0.24709254406089626,-0.239407092939069,-0.7948088955256446,-0.17535641579662306,-0.20866761814879342,-0.6264507691205861,-0.07414640744127096,-0.019967699398142708,-0.9972932705026951,-0.09722899136221798,-0.10367614909260045,-1.252876212539292,-0.2014259928136604,-0.06860382390197768,-0.9709637009078482,-0.14729052012222518,-0.05720887459018289,-0.8328408253455307,-0.07640426785501363
A,0.0,0.0,0.0,-0.32995848508825604,-0.009375756496583048,-0.20511015141072603,-0.6465704465206664,-0.3066672727545184,-0.28770041809508945,-0.8136569294197554,-0.7207116093412376,-0.3451749611879008,-0.8929333131243679,-1.047717673118011,-0.3620446087337675,-0.6118746692730147,-0.7825388243390199,-0.13840788041230573,-0.6143083307925924,-1.056560373029969,-0.2838254528085367,-0.495232348454316,-0.7385950264250649,-0.3123136161032919,-0.45604684383316874,-0.532677118350688,-0.3031970390803336,-0.40761919760066834,-0.9085615781752847,-0.09144642371915448,-0.43319575893137846,-1.1723922527623059,-0.2614766763659076,-0.326120531124912,-0.7485855450085909,-0.27302833456659914,-0.32690672110960484,-0.5919546941085131,-0.23655564636399615,-0.20104951611613986,-0.9871883263079093,-0.07442218375107679,-0.22448850651294178,-1.1940937819990205,-0.2605605960109107,-0.161355740471578,-0.7900459766656626,-0.2112632337885881,-0.17991591694909484,-0.6356386110706959,-0.1254993630521044,-0.002883141993491079,-1.018251916515471,-0.07073177402474788,-0.038816460308142245,-1.239945400051731,-0.17776728480657975,-0.004114002316229044,-0.9715655394672869,-0.1340892552502774,-0.010329499547354173,-0.8492109150752389,-0.06995907496799812
A,0.0,0.0,0.0,-0.29407341461325653,-0.16389885550336766,-0.1456144711335065,-0.5313814504018018,-0.541185974523115,-0.20516976974661857,-0.6375191758138243,-0.9411706808959628,-0.2552708170802968,-0.6587705308985571,-1.2582277740929677,-0.27333080658987907,-0.4055474441105607,-0.9316773041881484,-0.05103731551492864,-0.3975482908784796,-1.1444316727928772,-0.19609391322857336,-0.3421871188725924,-0.8174050691276911,-0.24921462831298458,-0.3227734823417247,-0.5969542763572318,-0.2584821182295013,-0.19268628844082425,-0.9806608159378832,-0.03429808057230874,-0.2019751059415534,-1.213148850837513,-0.19111885235094297,-0.1789915599302011,-0.7903862845257642,-0.21024424334972722,-0.18075185620478051,-0.6114401969274038,-0.1836525738647326,0.017158580074278163,-0.9754104187652335,-0.04788159948565003,0.01227222670114604,-1.161517470621731,-0.2155728748075883,-0.005437854540646087,-0.7836921739602715,-0.16495794372377162,-0.02852984477195668,-0.6256446663007893,-0.08409022386600228,0.2167972301080753,-0.9185090206621883,-0.07291214200667394,0.2182658671113733,-1.1101876926069332,-0.1669495291147871,0.18310501623443745,-0.856535004969579,-0.11830633899145414,0.15331997601680236,-0.7431101726645901,-0.0548623232856001
A,0.0,0.0,0.0,-0.25573386438200574,-0.20619160008860524,-0.1740306076600727,-0.4159374587047156,-0.6893029979518389,-0.2451986722338669,-0.45563119104489785,-1.1243851086010628,-0.30289766656032724,-0.42758748535011215,-1.4523986941140872,-0.3205407184045907,-0.2351841393982781,-1.0298410582637625,-0.11944950992088785,-0.22396418190223802,-1.2791577907370404,-0.29292969244077843,-0.23039485016009112,-0.9002272924475258,-0.33258532962699344,-0.23218964113651208,-0.6927820975122952,-0.3278686210036409,-0.017923415418173237,-0.9946985043347703,-0.10126024221736135,-0.0173487007095908,-1.2284806647164863,-0.29191166229833826,-0.06533364026551351,-0.7843896625126529,-0.2905313736697795,-0.07574193248447082,-0.6609252667276819,-0.24460918034415588,0.19548576602410997,-0.908417428256463,-0.1178606003687841,0.20705766859741118,-1.0884261194433913,-0.31930304488288913,0.11867948974554839,-0.6907882577449251,-0.24618982305447232,0.08941184025460257,-0.5862599252103201,-0.14542799577871884,0.3968540426252986,-0.7828645671778547,-0.149214257661413,0.43111518684980926,-0.9669867614875843,-0.26386167187003,0.3393931430111337,-0.7132769035938569,-0.2123320298044967,0.2923663191380699,-0.6320118828309902,-0.14531851249781627
A,0.0,0.0,0.0,-0.24960336032768907,-0.24725459292340152,-0.11191379924145457,-0.400439347497323,-0.7128204376463547,-0.1717563937290757,-0.44724978688996314,-1.1071951000610725,-0.2319476936178245,-0.43559773162984944,-1.414975349601298,-0.2660995097855872,-0.1984640055581327,-1.05033480653452,-0.0575291143007753,-0.24164819481976488,-1.2220996469621506,-0.23477117979676473,-0.27292363836684885,-0.8990661516851488,-0.31081156067771415,-0.24607784627618304,-0.7086036999777233,-0.33415640090909815,0.005046753217514986,-0.9977703471538373,-0.06654971541992208,-0.05583116876373996,-1.1864812347332323,-0.24154824618232895,-0.12199437704952798,-0.7937929689086944,-0.2461668399705783,-0.08884176018886164,-0.6439102435284211,-0.2095826205794354,0.21075803568539309,-0.901432703360262,-0.10747993490269922,0.15283354631649756,-1.0530183659462384,-0.2935926244612005,0.06201934881788266,-0.6885288648159482,-0.2312010962483556,0.07922929962483581,-0.5532515029426177,-0.14201639810983163,0.4130353371320286,-0.7647732673492715,-0.1583951363496726,0.3684900915073485,-0.9558701076264985,-0.261916786089479,0.2576789116688945,-0.693016221878402,-0.20715142991997518,0.24455884568971856,-0.5592568656672939,-0.13900973705052552
A,0.0,0.0,0.0,-0.2622143284143584,-0.24143703612530443,-0.07171843731967392,-0.39538257774134966,-0.6470185462583442,-0.09426302983945191,-0.4487546875673607,-0.9739517578221351,-0.12174133577389643,-0.45656515913541146,-1.2337446904404283,-0.12276428095254496,-0.2067318868536149,-1.0064973287441716,0.03192031702916027,-0.36440188554068653,-1.1245001141751692,-0.10562619922071531,-0.3675877467219506,-0.8054195558791288,-0.17412798083546263,-0.32180564155078123,-0.6544465773421714,-0.20122394368800733,-0.04729586715300532,-0.9987895062384445,0.013513814347147756,-0.239905819647041,-1.0728248307518586,-0.11741821804675563,-0.25493580340409766,-0.7142600197247964,-0.12314886428789248,-0.19309202906203285,-0.6176154080681271,-0.0959287719138791,0.10933787470449656,-0.9146133270922866,-0.03578941486228392,-0.09116296471613075,-0.9570302469105619,-0.17392900736837522,-0.12821615934056513,-0.6196025193697464,-0.11907486274413859,-0.06407982000939998,-0.5325205821516608,-0.047946965129133726,0.25727179684264256,-0.7723292592144178,-0.09622665419405559,0.06988427123803488,-0.8318034817706396,-0.17969627688326617,0.0003925183779942492,-0.6115837366984986,-0.14431503860151831,0.03748560899426287,-0.5338628121477718,-0.09475240508824688
